KorEXO MEASUREMENT DATA FILE EXPORT

FILE CREATED:,12/4/2024 8:28:57 PM

,,,MEAN VALUE:,462.4,445.9,0.032,20.48,23.56,10.14,11.20,475.3,456.1,0.045,0.23,0.22,475.1,456.2,309,297,23.937,24.211,0.032,2.22,1.2
,,,STANDARD DEVIATION:,136.0,130.6,0.002,5.27,5.98,2.68,3.02,111.8,107.5,0.003,0.05,0.05,112.0,107.6,73,70,8.025,8.219,0.002,0.05,0.1

,,,SENSOR SERIAL NUMBER:,23G102560,23G102568,23F107508,23C101759,23C101760,23C101759,23C101760,23G102560,23G102568,23F107508,23G102560,23G102568,23G102560,23G102568,23G102560,23G102568,23G102560,23G102568,23F107508,23F105009,23F105009
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Cond µS/cm,Cond µS/cm,Depth m,fDOM QSU,fDOM QSU,fDOM RFU,fDOM RFU,nLF Cond µS/cm,nLF Cond µS/cm,Pressure psi a,Sal psu,Sal psu,SpCond µS/cm,SpCond µS/cm,TDS mg/L,TDS mg/L,Temp °C,Temp °C,Vertical Position m,Battery V,Cable Pwr V
12/4/2024,12:30:00,0.0,SLO_C,388.4,376.9,0.036,23.39,25.68,11.62,12.27,504.0,488.7,0.051,0.24,0.23,495.9,480.8,322,313,13.652,13.682,0.035,2.37,0.9
12/4/2024,12:30:12,0.0,SLO_C,388.7,377.2,0.036,23.21,25.46,11.53,12.16,504.3,488.9,0.051,0.24,0.23,496.2,481.1,323,313,13.662,13.692,0.036,2.35,0.9
12/4/2024,12:30:24,0.0,SLO_C,388.9,377.3,0.036,23.18,25.35,11.52,12.11,504.4,489.0,0.051,0.24,0.23,496.3,481.2,323,313,13.672,13.702,0.035,2.34,1.0
12/4/2024,12:30:36,0.0,SLO_C,389.1,377.5,0.036,23.07,25.23,11.46,12.05,504.5,489.1,0.051,0.24,0.23,496.4,481.3,323,313,13.682,13.713,0.036,2.34,1.0
12/4/2024,12:30:48,0.0,SLO_C,389.3,377.7,0.036,23.03,25.34,11.44,12.10,504.6,489.1,0.051,0.24,0.23,496.5,481.3,323,313,13.693,13.724,0.037,2.33,1.0
12/4/2024,12:31:00,0.0,SLO_C,389.4,377.8,0.036,23.06,25.48,11.46,12.17,504.6,489.2,0.051,0.24,0.23,496.5,481.4,323,313,13.704,13.735,0.036,2.33,1.0
12/4/2024,12:31:12,0.0,SLO_C,389.5,378.0,0.036,23.06,25.59,11.46,12.23,504.6,489.3,0.051,0.24,0.23,496.6,481.4,323,313,13.715,13.747,0.036,2.33,1.0
12/4/2024,12:31:24,0.0,SLO_C,389.6,378.1,0.036,23.09,25.68,11.47,12.27,504.6,489.3,0.051,0.24,0.23,496.6,481.5,323,313,13.727,13.759,0.036,2.32,1.0
12/4/2024,12:31:36,0.0,SLO_C,389.8,378.3,0.036,23.14,25.81,11.50,12.34,504.7,489.4,0.050,0.24,0.23,496.6,481.6,323,313,13.739,13.771,0.035,2.32,1.0
12/4/2024,12:31:48,0.0,SLO_C,389.9,378.5,0.036,22.96,25.55,11.41,12.21,504.7,489.5,0.050,0.24,0.23,496.6,481.7,323,313,13.751,13.783,0.034,2.32,1.0
12/4/2024,12:32:00,0.0,SLO_C,390.1,378.6,0.035,22.92,25.67,11.39,12.27,504.8,489.4,0.050,0.24,0.23,496.7,481.6,323,313,13.763,13.796,0.035,2.32,1.0
12/4/2024,12:32:12,0.0,SLO_C,390.3,378.7,0.035,22.90,25.81,11.38,12.34,504.8,489.5,0.050,0.24,0.23,496.8,481.7,323,313,13.775,13.808,0.036,2.31,1.0
12/4/2024,12:32:24,0.0,SLO_C,390.4,378.8,0.035,22.97,25.92,11.41,12.39,504.8,489.5,0.050,0.24,0.23,496.7,481.7,323,313,13.787,13.820,0.035,2.31,1.0
12/4/2024,12:32:36,0.0,SLO_C,390.5,379.0,0.035,22.97,25.75,11.41,12.30,504.8,489.5,0.050,0.24,0.23,496.8,481.8,323,313,13.800,13.832,0.035,2.31,1.0
12/4/2024,12:32:48,0.0,SLO_C,390.6,379.1,0.035,23.00,25.63,11.42,12.25,504.9,489.5,0.050,0.24,0.23,496.8,481.7,323,313,13.812,13.844,0.036,2.31,1.0
12/4/2024,12:33:00,0.0,SLO_C,390.7,379.2,0.035,23.00,25.61,11.42,12.24,504.8,489.6,0.050,0.24,0.23,496.8,481.8,323,313,13.823,13.856,0.035,2.31,1.0
12/4/2024,12:33:12,0.0,SLO_C,390.9,379.4,0.035,23.01,25.61,11.43,12.24,504.9,489.6,0.050,0.24,0.23,496.9,481.8,323,313,13.835,13.868,0.035,2.31,1.0
12/4/2024,12:33:24,0.0,SLO_C,391.1,379.5,0.035,22.97,25.81,11.41,12.34,505.0,489.7,0.050,0.24,0.23,496.9,481.9,323,313,13.846,13.879,0.035,2.30,1.0
12/4/2024,12:33:36,0.0,SLO_C,391.2,379.7,0.035,22.94,25.97,11.39,12.42,504.9,489.7,0.050,0.24,0.23,496.9,481.9,323,313,13.858,13.890,0.035,2.30,1.0
12/4/2024,12:33:48,0.0,SLO_C,391.3,379.8,0.035,22.93,25.98,11.39,12.42,505.0,489.8,0.050,0.24,0.23,496.9,482.0,323,313,13.869,13.902,0.034,2.30,1.0
12/4/2024,12:34:00,0.0,SLO_C,391.5,380.0,0.035,22.96,25.77,11.41,12.32,505.1,489.8,0.049,0.24,0.23,497.0,482.0,323,313,13.880,13.913,0.035,2.30,1.0
12/4/2024,12:34:12,0.0,SLO_C,391.5,380.1,0.035,22.94,25.52,11.40,12.19,505.0,489.8,0.049,0.24,0.23,497.0,482.1,323,313,13.891,13.924,0.035,2.30,1.0
12/4/2024,12:34:24,0.0,SLO_C,391.6,380.2,0.035,22.98,25.43,11.42,12.14,505.0,489.9,0.049,0.24,0.23,497.0,482.1,323,313,13.902,13.935,0.033,2.30,1.0
12/4/2024,12:34:36,0.0,SLO_C,391.7,380.4,0.035,22.98,25.28,11.42,12.07,505.0,489.9,0.049,0.24,0.23,497.0,482.2,323,313,13.913,13.946,0.034,2.30,1.0
12/4/2024,12:34:48,0.0,SLO_C,391.9,380.4,0.035,23.01,25.37,11.43,12.11,505.1,489.9,0.049,0.24,0.23,497.1,482.1,323,313,13.923,13.956,0.035,2.30,1.0
12/4/2024,12:35:00,0.0,SLO_C,392.0,380.6,0.035,22.97,25.48,11.41,12.17,505.1,490.0,0.049,0.24,0.23,497.1,482.2,323,313,13.933,13.967,0.035,2.29,1.0
12/4/2024,12:35:12,0.0,SLO_C,392.2,380.7,0.035,22.99,25.61,11.42,12.23,505.2,490.0,0.049,0.24,0.23,497.2,482.2,323,313,13.944,13.978,0.034,2.29,1.0
12/4/2024,12:35:24,0.0,SLO_C,392.2,380.8,0.035,23.04,25.62,11.45,12.24,505.1,490.0,0.049,0.24,0.23,497.1,482.3,323,313,13.954,13.988,0.034,2.29,1.0
12/4/2024,12:35:36,0.0,SLO_C,392.4,380.9,0.035,23.10,25.64,11.48,12.25,505.1,490.0,0.049,0.24,0.23,497.2,482.3,323,313,13.964,13.998,0.034,2.29,1.0
12/4/2024,12:35:48,0.0,SLO_C,392.4,381.1,0.035,23.03,25.60,11.44,12.23,505.1,490.1,0.049,0.24,0.23,497.1,482.3,323,314,13.973,14.009,0.034,2.29,1.0
12/4/2024,12:36:00,0.0,SLO_C,392.6,381.2,0.034,23.08,25.69,11.47,12.28,505.2,490.1,0.049,0.24,0.23,497.2,482.3,323,314,13.983,14.019,0.035,2.29,1.0
12/4/2024,12:36:12,0.0,SLO_C,392.7,381.3,0.034,23.01,25.44,11.43,12.15,505.2,490.1,0.049,0.24,0.23,497.2,482.4,323,314,13.992,14.029,0.035,2.28,1.0
12/4/2024,12:36:24,0.0,SLO_C,392.8,381.4,0.034,23.19,25.44,11.52,12.15,505.2,490.1,0.049,0.24,0.23,497.3,482.4,323,314,14.002,14.039,0.034,2.29,1.1
12/4/2024,12:36:36,0.0,SLO_C,392.9,381.5,0.035,23.30,25.62,11.58,12.24,505.3,490.2,0.049,0.24,0.23,497.3,482.4,323,314,14.012,14.049,0.034,2.28,1.0
12/4/2024,12:36:48,0.0,SLO_C,393.0,381.6,0.035,23.16,25.46,11.50,12.16,505.3,490.2,0.049,0.24,0.23,497.3,482.4,323,314,14.021,14.059,0.035,2.28,1.1
12/4/2024,12:37:00,0.0,SLO_C,393.2,381.8,0.034,22.97,24.98,11.41,11.92,505.4,490.2,0.049,0.24,0.23,497.4,482.5,323,314,14.032,14.069,0.034,2.28,1.1
12/4/2024,12:37:12,0.0,SLO_C,393.3,381.9,0.034,23.20,24.87,11.53,11.86,505.3,490.3,0.049,0.24,0.23,497.4,482.5,323,314,14.043,14.076,0.035,2.28,1.1
12/4/2024,12:37:24,0.0,SLO_C,393.4,382.0,0.034,23.39,25.45,11.63,12.15,505.4,490.3,0.048,0.24,0.23,497.4,482.5,323,314,14.052,14.087,0.035,2.28,1.1
12/4/2024,12:37:36,0.0,SLO_C,393.5,382.1,0.034,23.34,25.64,11.60,12.25,505.4,490.3,0.049,0.24,0.23,497.4,482.6,323,314,14.060,14.099,0.034,2.28,1.1
12/4/2024,12:37:48,0.0,SLO_C,393.6,382.2,0.034,23.32,25.74,11.59,12.30,505.4,490.3,0.048,0.24,0.23,497.5,482.6,323,314,14.068,14.109,0.034,2.28,1.1
12/4/2024,12:38:00,0.0,SLO_C,393.7,382.3,0.034,23.38,25.75,11.62,12.31,505.4,490.3,0.048,0.24,0.23,497.5,482.6,323,314,14.078,14.119,0.033,2.27,1.1
12/4/2024,12:38:12,0.0,SLO_C,393.8,382.5,0.034,23.40,25.77,11.63,12.32,505.4,490.4,0.048,0.24,0.23,497.5,482.7,323,314,14.088,14.129,0.034,2.27,1.1
12/4/2024,12:38:24,0.0,SLO_C,393.9,382.6,0.034,23.36,25.81,11.61,12.34,505.4,490.4,0.048,0.24,0.23,497.5,482.7,323,314,14.097,14.139,0.033,2.27,1.1
12/4/2024,12:38:36,0.0,SLO_C,394.0,382.7,0.034,23.31,25.76,11.59,12.31,505.5,490.4,0.048,0.24,0.23,497.5,482.7,323,314,14.108,14.149,0.034,2.27,1.1
