KorEXO MEASUREMENT DATA FILE EXPORT

FILE CREATED:,11/6/2024 7:36:18 PM

,,,MEAN VALUE:,7.6,10.8,-0.01,0.10,-0.43,-0.24,8.3,12.0,0.00,0.00,8.2,11.9,5,8,21.507,21.469,2.49,1.2
,,,STANDARD DEVIATION:,1.6,3.0,0.26,0.25,0.13,0.13,1.6,4.1,0.00,0.00,1.6,4.0,1,3,4.659,4.605,0.03,0.0

,,,SENSOR SERIAL NUMBER:,23G102560,23G102567,23C101758,23C101759,23C101758,23C101759,23G102560,23G102567,23G102560,23G102567,23G102560,23G102567,23G102560,23G102567,23G102560,23G102567,23G103229,23G103229
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Cond µS/cm,Cond µS/cm,fDOM QSU,fDOM QSU,fDOM RFU,fDOM RFU,nLF Cond µS/cm,nLF Cond µS/cm,Sal psu,Sal psu,SpCond µS/cm,SpCond µS/cm,TDS mg/L,TDS mg/L,Temp °C,Temp °C,Battery V,Cable Pwr V
11/6/2024,11:17:45,0.0,SLO_C,9.9,11.1,-0.36,-0.30,-0.61,-0.45,10.3,11.7,0.00,0.00,10.3,11.6,7,8,22.890,22.892,2.57,1.1
11/6/2024,11:17:48,0.0,SLO_C,9.9,11.2,-0.35,-0.31,-0.60,-0.45,10.4,11.7,0.00,0.00,10.3,11.7,7,8,22.892,22.894,2.57,1.1
11/6/2024,11:17:51,0.0,SLO_C,10.0,11.3,-0.34,-0.30,-0.59,-0.45,10.4,11.8,0.00,0.00,10.4,11.7,7,8,22.893,22.896,2.57,1.1
11/6/2024,11:17:54,0.0,SLO_C,10.0,11.3,-0.35,-0.30,-0.60,-0.45,10.5,11.8,0.00,0.00,10.4,11.8,7,8,22.894,22.898,2.56,1.1
11/6/2024,11:17:57,0.0,SLO_C,10.0,11.3,-0.36,-0.31,-0.60,-0.45,10.5,11.9,0.00,0.00,10.4,11.8,7,8,22.895,22.900,2.56,1.1
11/6/2024,11:18:00,0.0,SLO_C,10.0,11.4,-0.36,-0.31,-0.60,-0.45,10.5,11.9,0.00,0.00,10.4,11.8,7,8,22.896,22.902,2.56,1.1
11/6/2024,11:18:03,0.0,SLO_C,10.0,11.4,-0.35,-0.32,-0.60,-0.45,10.5,11.9,0.00,0.00,10.5,11.9,7,8,22.897,22.904,2.56,1.1
11/6/2024,11:18:06,0.0,SLO_C,10.1,11.4,-0.35,-0.30,-0.60,-0.44,10.5,11.9,0.00,0.00,10.5,11.9,7,8,22.898,22.905,2.56,1.1
11/6/2024,11:18:09,0.0,SLO_C,10.1,11.4,-0.38,-0.30,-0.61,-0.44,10.5,12.0,0.00,0.00,10.5,11.9,7,8,22.899,22.907,2.56,1.1
11/6/2024,11:18:12,0.0,SLO_C,10.1,11.5,-0.38,-0.29,-0.62,-0.44,10.6,12.0,0.00,0.00,10.5,11.9,7,8,22.900,22.908,2.55,1.1
11/6/2024,11:18:15,0.0,SLO_C,10.1,11.5,-0.37,-0.29,-0.61,-0.44,10.6,12.0,0.00,0.00,10.5,12.0,7,8,22.901,22.909,2.55,1.1
11/6/2024,11:18:18,0.0,SLO_C,10.1,11.5,-0.40,-0.29,-0.62,-0.44,10.6,12.0,0.00,0.00,10.5,12.0,7,8,22.902,22.910,2.55,1.1
11/6/2024,11:18:21,0.0,SLO_C,10.1,11.5,-0.41,-0.27,-0.63,-0.43,10.6,12.1,0.00,0.00,10.5,12.0,7,8,22.903,22.911,2.55,1.1
11/6/2024,11:18:24,0.0,SLO_C,10.1,11.5,-0.41,-0.29,-0.63,-0.44,10.6,12.1,0.00,0.00,10.6,12.0,7,8,22.904,22.912,2.55,1.2
11/6/2024,11:18:27,0.0,SLO_C,10.1,11.6,-0.42,-0.29,-0.63,-0.44,10.6,12.1,0.00,0.00,10.6,12.0,7,8,22.905,22.913,2.55,1.2
11/6/2024,11:18:30,0.0,SLO_C,10.2,11.6,-0.40,-0.29,-0.62,-0.44,10.6,12.1,0.00,0.00,10.6,12.1,7,8,22.906,22.914,2.55,1.2
11/6/2024,11:18:33,0.0,SLO_C,10.2,11.6,-0.42,-0.30,-0.64,-0.45,10.6,12.1,0.00,0.00,10.6,12.1,7,8,22.907,22.916,2.55,1.2
11/6/2024,11:18:36,0.0,SLO_C,10.2,11.6,-0.43,-0.30,-0.64,-0.45,10.6,12.2,0.00,0.00,10.6,12.1,7,8,22.907,22.917,2.55,1.2
11/6/2024,11:18:39,0.0,SLO_C,10.2,11.6,-0.44,-0.30,-0.64,-0.44,10.6,12.2,0.00,0.00,10.6,12.1,7,8,22.908,22.918,2.55,1.2
11/6/2024,11:18:42,0.0,SLO_C,10.2,11.7,-0.43,-0.29,-0.64,-0.44,10.7,12.2,0.00,0.00,10.6,12.1,7,8,22.909,22.919,2.55,1.2
11/6/2024,11:18:45,0.0,SLO_C,10.2,11.7,-0.43,-0.29,-0.64,-0.44,10.7,12.2,0.00,0.00,10.6,12.2,7,8,22.910,22.920,2.55,1.2
11/6/2024,11:18:48,0.0,SLO_C,10.2,11.7,-0.44,-0.29,-0.64,-0.44,10.7,12.2,0.00,0.00,10.6,12.2,7,8,22.911,22.921,2.55,1.2
11/6/2024,11:18:51,0.0,SLO_C,10.2,11.7,-0.44,-0.27,-0.64,-0.43,10.7,12.2,0.00,0.00,10.6,12.2,7,8,22.911,22.922,2.55,1.2
11/6/2024,11:18:54,0.0,SLO_C,10.2,11.7,-0.45,-0.28,-0.65,-0.43,10.7,12.3,0.00,0.00,10.6,12.2,7,8,22.912,22.922,2.55,1.2
11/6/2024,11:18:57,0.0,SLO_C,10.2,11.8,-0.45,-0.28,-0.65,-0.44,10.7,12.3,0.00,0.00,10.6,12.2,7,8,22.913,22.923,2.55,1.2
11/6/2024,11:19:00,0.0,SLO_C,10.2,11.8,-0.45,-0.28,-0.65,-0.43,10.7,12.3,0.00,0.00,10.7,12.3,7,8,22.914,22.924,2.55,1.2
11/6/2024,11:19:03,0.0,SLO_C,10.2,11.8,-0.43,-0.27,-0.64,-0.43,10.7,12.3,0.00,0.00,10.7,12.3,7,8,22.915,22.925,2.55,1.2
11/6/2024,11:19:06,0.0,SLO_C,10.3,11.8,-0.42,-0.27,-0.64,-0.43,10.7,12.3,0.00,0.00,10.7,12.3,7,8,22.915,22.926,2.55,1.2
11/6/2024,11:19:09,0.0,SLO_C,10.3,11.8,-0.45,-0.27,-0.65,-0.43,10.7,12.4,0.00,0.00,10.7,12.3,7,8,22.915,22.927,2.55,1.2
11/6/2024,11:19:12,0.0,SLO_C,10.3,11.8,-0.46,-0.26,-0.65,-0.43,10.7,12.4,0.00,0.00,10.7,12.3,7,8,22.916,22.928,2.55,1.2
11/6/2024,11:19:15,0.0,SLO_C,10.3,11.9,-0.46,-0.26,-0.65,-0.42,10.8,12.4,0.00,0.00,10.7,12.3,7,8,22.916,22.928,2.55,1.2
11/6/2024,11:19:18,0.0,SLO_C,10.3,11.9,-0.43,-0.24,-0.64,-0.42,10.8,12.4,0.00,0.00,10.7,12.4,7,8,22.917,22.929,2.55,1.2
11/6/2024,11:19:21,0.0,SLO_C,10.3,11.9,-0.44,-0.25,-0.64,-0.42,10.8,12.4,0.00,0.00,10.7,12.4,7,8,22.917,22.929,2.55,1.2
11/6/2024,11:19:24,0.0,SLO_C,10.3,11.9,-0.48,-0.26,-0.66,-0.43,10.8,12.5,0.00,0.00,10.7,12.4,7,8,22.917,22.930,2.54,1.2
11/6/2024,11:19:27,0.0,SLO_C,10.3,11.9,-0.46,-0.27,-0.65,-0.43,10.8,12.5,0.00,0.00,10.7,12.4,7,8,22.917,22.930,2.54,1.2
11/6/2024,11:19:30,0.0,SLO_C,10.3,11.9,-0.43,-0.27,-0.64,-0.43,10.8,12.5,0.00,0.00,10.8,12.4,7,8,22.917,22.930,2.54,1.2
11/6/2024,11:19:33,0.0,SLO_C,10.3,12.0,-0.41,-0.28,-0.63,-0.44,10.8,12.5,0.00,0.00,10.8,12.5,7,8,22.918,22.931,2.54,1.2
11/6/2024,11:19:36,0.0,SLO_C,10.4,12.0,-0.44,-0.30,-0.64,-0.44,10.8,12.5,0.00,0.00,10.8,12.5,7,8,22.918,22.931,2.54,1.2
11/6/2024,11:19:39,0.0,SLO_C,10.4,12.0,-0.42,-0.29,-0.63,-0.44,10.8,12.5,0.00,0.00,10.8,12.5,7,8,22.918,22.931,2.54,1.2
11/6/2024,11:19:42,0.0,SLO_C,10.4,12.0,-0.40,-0.29,-0.63,-0.44,10.9,12.6,0.00,0.00,10.8,12.5,7,8,22.918,22.931,2.54,1.2
11/6/2024,11:19:45,0.0,SLO_C,10.4,12.0,-0.38,-0.30,-0.62,-0.45,10.9,12.6,0.00,0.00,10.8,12.5,7,8,22.918,22.931,2.54,1.2
11/6/2024,11:19:48,0.0,SLO_C,10.4,12.0,-0.38,-0.30,-0.61,-0.45,10.9,12.6,0.00,0.00,10.8,12.5,7,8,22.918,22.931,2.54,1.2
11/6/2024,11:19:51,0.0,SLO_C,10.4,12.1,-0.39,-0.29,-0.62,-0.44,10.9,12.6,0.00,0.00,10.9,12.6,7,8,22.918,22.931,2.54,1.2
11/6/2024,11:19:54,0.0,SLO_C,10.4,12.1,-0.37,-0.28,-0.61,-0.44,10.9,12.6,0.00,0.00,10.9,12.6,7,8,22.918,22.931,2.54,1.2
11/6/2024,11:19:57,0.0,SLO_C,10.4,12.1,-0.37,-0.28,-0.61,-0.43,10.9,12.6,0.00,0.00,10.9,12.6,7,8,22.918,22.931,2.54,1.2
11/6/2024,11:20:00,0.0,SLO_C,10.5,12.1,-0.40,-0.28,-0.62,-0.43,10.9,12.7,0.00,0.00,10.9,12.6,7,8,22.918,22.931,2.54,1.2
11/6/2024,11:20:03,0.0,SLO_C,10.5,12.1,-0.40,-0.26,-0.63,-0.42,10.9,12.7,0.00,0.00,10.9,12.6,7,8,22.917,22.930,2.54,1.2
11/6/2024,11:20:06,0.0,SLO_C,10.5,12.2,-0.42,-0.25,-0.63,-0.42,11.0,12.7,0.00,0.00,10.9,12.7,7,8,22.917,22.930,2.54,1.2
11/6/2024,11:20:09,0.0,SLO_C,10.5,12.2,-0.42,-0.25,-0.63,-0.42,11.0,12.7,0.00,0.00,10.9,12.7,7,8,22.917,22.930,2.54,1.2
11/6/2024,11:20:12,0.0,SLO_C,10.5,12.2,-0.43,-0.25,-0.64,-0.42,11.0,12.7,0.00,0.00,11.0,12.7,7,8,22.917,22.929,2.54,1.2
11/6/2024,11:20:15,0.0,SLO_C,10.5,12.2,-0.43,-0.25,-0.64,-0.42,11.0,12.8,0.00,0.00,11.0,12.7,7,8,22.917,22.929,2.54,1.2
11/6/2024,11:20:18,0.0,SLO_C,10.6,12.2,-0.42,-0.25,-0.63,-0.42,11.0,12.8,0.00,0.00,11.0,12.7,7,8,22.917,22.929,2.54,1.2
11/6/2024,11:20:21,0.0,SLO_C,10.6,12.2,-0.43,-0.26,-0.64,-0.43,11.0,12.8,0.00,0.00,11.0,12.7,7,8,22.917,22.929,2.54,1.2
11/6/2024,11:20:24,0.0,SLO_C,10.6,12.3,-0.41,-0.27,-0.63,-0.43,11.1,12.8,0.00,0.00,11.0,12.8,7,8,22.917,22.929,2.54,1.2
11/6/2024,11:20:27,0.0,SLO_C,10.6,12.3,-0.42,-0.25,-0.64,-0.42,11.1,12.8,0.00,0.00,11.0,12.8,7,8,22.917,22.929,2.54,1.2
11/6/2024,11:20:30,0.0,SLO_C,10.6,12.3,-0.44,-0.26,-0.65,-0.42,11.1,12.9,0.00,0.00,11.1,12.8,7,8,22.917,22.929,2.54,1.2
11/6/2024,11:20:33,0.0,SLO_C,10.6,12.3,-0.44,-0.26,-0.64,-0.42,11.1,12.9,0.00,0.00,11.1,12.8,7,8,22.917,22.928,2.54,1.2
11/6/2024,11:20:36,0.0,SLO_C,10.6,12.3,-0.45,-0.25,-0.65,-0.42,11.1,12.9,0.00,0.00,11.1,12.8,7,8,22.917,22.928,2.54,1.2
11/6/2024,11:20:39,0.0,SLO_C,10.6,12.3,-0.45,-0.25,-0.65,-0.42,11.1,12.9,0.00,0.00,11.1,12.9,7,8,22.917,22.929,2.54,1.2
11/6/2024,11:20:42,0.0,SLO_C,10.7,12.4,-0.44,-0.25,-0.64,-0.42,11.1,12.9,0.00,0.00,11.1,12.9,7,8,22.917,22.928,2.54,1.2
11/6/2024,11:20:45,0.0,SLO_C,10.7,12.4,-0.43,-0.26,-0.64,-0.43,11.2,12.9,0.00,0.00,11.1,12.9,7,8,22.917,22.928,2.54,1.2
11/6/2024,11:20:48,0.0,SLO_C,10.7,12.4,-0.43,-0.27,-0.64,-0.43,11.2,13.0,0.00,0.00,11.1,12.9,7,8,22.916,22.929,2.54,1.2
11/6/2024,11:20:51,0.0,SLO_C,10.7,12.4,-0.42,-0.25,-0.64,-0.42,11.2,13.0,0.00,0.00,11.1,12.9,7,8,22.916,22.929,2.54,1.2
11/6/2024,11:20:54,0.0,SLO_C,10.7,12.4,-0.43,-0.26,-0.64,-0.42,11.2,13.0,0.00,0.00,11.2,13.0,7,8,22.916,22.929,2.54,1.2
11/6/2024,11:20:57,0.0,SLO_C,10.7,12.5,-0.43,-0.27,-0.64,-0.43,11.2,13.0,0.00,0.00,11.2,13.0,7,8,22.916,22.929,2.54,1.2
11/6/2024,11:21:00,0.0,SLO_C,10.7,12.5,-0.43,-0.25,-0.64,-0.42,11.2,13.0,0.00,0.00,11.2,13.0,7,8,22.915,22.929,2.54,1.2
11/6/2024,11:21:03,0.0,SLO_C,10.7,12.5,-0.43,-0.25,-0.64,-0.42,11.2,13.1,0.00,0.00,11.2,13.0,7,8,22.915,22.928,2.54,1.2
11/6/2024,11:21:06,0.0,SLO_C,10.8,12.5,-0.47,-0.24,-0.66,-0.41,11.2,13.1,0.00,0.00,11.2,13.0,7,8,22.915,22.928,2.54,1.2
11/6/2024,11:21:09,0.0,SLO_C,10.8,12.5,-0.45,-0.24,-0.65,-0.42,11.3,13.1,0.00,0.00,11.2,13.0,7,8,22.914,22.928,2.54,1.2
11/6/2024,11:21:12,0.0,SLO_C,10.8,12.5,-0.45,-0.24,-0.65,-0.42,11.3,13.1,0.00,0.00,11.2,13.1,7,8,22.914,22.928,2.54,1.2
11/6/2024,11:21:15,0.0,SLO_C,10.8,12.6,-0.44,-0.23,-0.64,-0.41,11.3,13.1,0.00,0.00,11.2,13.1,7,9,22.913,22.928,2.54,1.2
